State,District,Crop,Season,Area,Production,Yield,Risk
Madhya Pradesh,Bhopal,Nutri/Coarse Cereals,Kharif,0.01,0.03,2297.0,Low
Telangana,Nirmal,Jowar,Kharif,0.0,0.0,819.0,High
Punjab,Amritsar,Nutri/Coarse Cereals,Kharif,0.0,0.01,4579.0,Low
Uttarakhand,Nainital,Total Food Grains,Summer,0.0,0.01,3920.0,Low
Karnataka,Kalaburagi,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,1423.0,Medium
Karnataka,Vijayapura,Moong,Kharif,0.01,0.0,324.0,High
Maharashtra,Nagpur,Nutri/Coarse Cereals,Total,0.03,0.05,1834.0,Medium
Punjab,Moga,Cereals,Total,3.61,18.17,5032.0,Low
Andhra Pradesh,Parvathipuram Manyam,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,1039.0,Medium
Uttarakhand,Uttar Kashi,Urad,Total,0.01,0.01,663.0,High
Andhra Pradesh,Palnadu,Nutri/Coarse Cereals,Total,0.17,1.15,6718.0,Low
Bihar,Bhagalpur,Moong,Kharif,0.01,0.01,525.0,High
Maharashtra,Chandrapur,Shree Anna /Nutri Cereals,Total,0.07,0.04,598.0,High
Karnataka,Bagalkote,Moong,Kharif,0.36,0.08,211.0,High
Madhya Pradesh,Umaria,Cereals,Rabi,0.58,1.45,2519.0,Low
Arunachal Pradesh,Tirap,Other Pulses,Total,0.0,0.0,1289.0,Medium
Uttarakhand,Champawat,Shree Anna /Nutri Cereals,Kharif,0.03,0.07,2251.0,Low
Rajasthan,Jhunjhunu,Moong,Kharif,0.5,0.3,600.0,High
Jharkhand,Pakur,Other Pulses,Rabi,0.02,0.01,859.0,High
Telangana,Jagitial,Tur,Kharif,0.01,0.01,1096.0,Medium
Jharkhand,Ranchi,Moong,Kharif,0.02,0.01,800.0,High
Rajasthan,Churu,Gram,Rabi,1.06,0.34,316.0,High
Madhya Pradesh,Sagar,Urad,Summer,0.0,0.0,600.0,High
Andhra Pradesh,Anantapur,Jowar,Rabi,0.06,0.07,1101.0,Medium
Madhya Pradesh,Vidisha,Lentil,Total,0.77,0.79,1034.0,Medium
Telangana,Jangoan,Moong,Total,0.0,0.0,724.0,High
Bihar,Kishanganj,Lentil,Total,0.0,0.0,470.0,High
Telangana,Adilabad,Wheat,Total,0.01,0.02,1749.0,Medium
Bihar,Siwan,Small Millets,Kharif,0.0,0.0,502.0,High
Jharkhand,West Singhbhum,Total Food Grains,Rabi,0.26,0.28,1098.0,Medium
Rajasthan,Dholpur,Gram,Rabi,0.01,0.01,1236.0,Medium
Jharkhand,Simdega,Other Pulses,Kharif,0.03,0.03,1078.0,Medium
Telangana,Mancherial,Nutri/Coarse Cereals,Kharif,0.0,0.0,4814.0,Low
Madhya Pradesh,Niwari,Gram,Total,0.0,0.0,1217.0,Medium
Madhya Pradesh,Anuppur,Maize,Total,0.07,0.16,2162.0,Low
Karnataka,Kodagu,Rice,Rabi,0.0,0.0,2842.0,Low
Tripura,West Tripura,Small Millets,Total,0.0,0.0,891.0,Medium
Bihar,Gopalganj,Rice,Kharif,0.47,1.08,2311.0,Low
Madhya Pradesh,Damoh,Lentil,Rabi,0.35,0.35,984.0,Medium
Bihar,Bhagalpur,Urad,Total,0.01,0.01,927.0,Medium
Madhya Pradesh,Raisen,Shree Anna /Nutri Cereals,Total,0.0,0.0,1427.0,Medium
Bihar,Purnia,Total Food Grains,Total,2.99,14.39,4816.0,Low
Karnataka,Yadgir,Bajra,Total,0.02,0.04,2116.0,Low
Bihar,Madhubani,Moong,Kharif,0.0,0.0,660.0,High
Bihar,Begusarai,Cereals,Summer,0.01,0.06,4412.0,Low
Madhya Pradesh,Shajapur,Bajra,Total,0.0,0.0,900.0,Medium
Bihar,Darbhanga,Moong,Kharif,0.01,0.0,572.0,High
Bihar,Muzaffarpur,Total Food Grains,Total,3.07,7.25,2364.0,Low
Madhya Pradesh,Tikamgarh,Bajra,Total,0.0,0.0,938.0,Medium
Jharkhand,Sahebganj,Maize,Rabi,0.01,0.02,2110.0,Low
Maharashtra,Dhule,Ragi,Total,0.03,0.02,928.0,Medium
Arunachal Pradesh,Kra Daadi,Nutri/Coarse Cereals,Kharif,0.01,0.01,1327.0,Medium
Jharkhand,Garhwa,Other Pulses,Kharif,0.06,0.06,900.0,Medium
Madhya Pradesh,Umaria,Nutri/Coarse Cereals,Kharif,0.18,0.22,1223.0,Medium
Madhya Pradesh,East Nimar,Wheat,Total,1.34,3.43,2553.0,Low
Rajasthan,Bikaner,Jowar,Total,0.04,0.03,811.0,High
Maharashtra,Satara,Nutri/Coarse Cereals,Rabi,1.46,1.55,1064.0,Medium
Maharashtra,Beed,Total Food Grains,Kharif,1.56,1.67,1075.0,Medium
Andhra Pradesh,Visakhapatanam,Total Food Grains,Kharif,0.05,0.17,3481.0,Low
Arunachal Pradesh,Siang,Rice,Rabi,0.0,0.0,489.0,High
Jharkhand,Ranchi,Wheat,Rabi,0.19,0.47,2499.0,Low
Madhya Pradesh,Seoni,Maize,Total,2.55,6.61,2597.0,Low
Bihar,Madhepura,Total Pulses,Total,0.15,0.09,599.0,High
Rajasthan,Barmer,Other Pulses,Kharif,0.98,0.7,713.0,High
Uttarakhand,Pithoragarh,Wheat,Total,0.14,0.24,1696.0,Medium
Bihar,Banka,Cereals,Rabi,0.3,0.83,2720.0,Low
Bihar,Katihar,Lentil,Rabi,0.01,0.01,720.0,High
Andhra Pradesh,Kakinada,Total Food Grains,Kharif,0.88,3.25,3696.0,Low
Madhya Pradesh,Shahdol,Nutri/Coarse Cereals,Total,0.16,0.17,1101.0,Medium
Bihar,Samastipur,Nutri/Coarse Cereals,Summer,0.19,0.63,3368.0,Low
Madhya Pradesh,Ratlam,Tur,Total,0.0,0.0,867.0,High
Andhra Pradesh,Bapatla,Urad,Rabi,0.29,0.42,1445.0,Medium
Arunachal Pradesh,Kamle,Urad,Total,0.0,0.0,1070.0,Medium
Maharashtra,Washim,Cereals,Summer,0.02,0.02,913.0,Medium
Himachal Pradesh,Chamba,Barley,Total,0.04,0.05,1276.0,Medium
Maharashtra,Jalna,Moong,Summer,0.0,0.0,450.0,High
Rajasthan,Jaisalmer,Wheat,Rabi,0.07,0.25,3559.0,Low
Rajasthan,Sirohi,Cereals,Total,0.65,1.86,2877.0,Low
Rajasthan,Sikar,Maize,Kharif,0.0,0.0,2552.0,Low
Arunachal Pradesh,Upper Siang,Cereals,Rabi,0.0,0.01,1766.0,Medium
Tripura,Dhalai,Gram,Rabi,0.0,0.0,857.0,High
Tripura,Unakoti,Lentil,Total,0.0,0.0,813.0,High
Andhra Pradesh,Nandyal,Moong,Rabi,0.0,0.0,1034.0,Medium
Jharkhand,Bokaro,Bajra,Kharif,0.0,0.0,900.0,Medium
Jharkhand,Khunti,Maize,Rabi,0.01,0.03,1750.0,Medium
Maharashtra,Akola,Jowar,Total,0.04,0.03,833.0,High
Rajasthan,Kota,Total Pulses,Total,0.61,0.69,1138.0,Medium
Bihar,Kaimur (Bhabua),Nutri/Coarse Cereals,Rabi,0.0,0.0,2149.0,Low
Madhya Pradesh,Pandhurna,Gram,Total,0.03,0.04,1732.0,Medium
Bihar,Nawada,Maize,Rabi,0.0,0.0,7400.0,Low
Rajasthan,Khairthal-Tijara,Wheat,Total,0.4,1.59,3969.0,Low
Telangana,Jogulamba Gadwal,Other Pulses,Total,0.01,0.02,1682.0,Medium
Punjab,Barnala,Moong,Kharif,0.01,0.01,1384.0,Medium
Andhra Pradesh,Parvathipuram Manyam,Jowar,Rabi,0.0,0.0,6690.0,Low
Telangana,Kamareddy,Nutri/Coarse Cereals,Total,0.6,3.3,5468.0,Low
Punjab,Shahid Bhagat Singh Nagar,Nutri/Coarse Cereals,Total,0.05,0.26,4819.0,Low
Madhya Pradesh,Shajapur,Moong,Total,0.0,0.0,635.0,High
Bihar,Vaishali,Wheat,Rabi,0.35,1.17,3335.0,Low
Bihar,Gaya,Gram,Total,0.04,0.04,1079.0,Medium
Jharkhand,Palamu,Ragi,Kharif,0.06,0.05,780.0,High
Madhya Pradesh,Bhind,Gram,Rabi,0.07,0.1,1486.0,Medium
Madhya Pradesh,Balaghat,Moong,Total,0.0,0.0,871.0,High
Uttarakhand,Tehri Garhwal,Other Pulses,Rabi,0.0,0.0,579.0,High
Rajasthan,Beawar,Small Millets,Total,0.0,0.0,2710.0,Low
Rajasthan,Bikaner,Barley,Rabi,0.08,0.24,2995.0,Low
Andhra Pradesh,Srikakulam,Moong,Kharif,0.0,0.0,451.0,High
Rajasthan,Kotputli-Behror,Bajra,Kharif,1.33,2.65,1987.0,Low
Bihar,Kishanganj,Maize,Rabi,0.39,2.99,7695.0,Low
Maharashtra,Aurangabad,Other Pulses,Rabi,0.0,0.0,255.0,High
Maharashtra,Satara,Cereals,Total,3.04,4.46,1468.0,Medium
Arunachal Pradesh,Leparada,Shree Anna /Nutri Cereals,Total,0.0,0.0,936.0,Medium
Tripura,Sepahijala,Wheat,Total,0.0,0.0,2200.0,Low
Madhya Pradesh,Khargone,Nutri/Coarse Cereals,Kharif,0.67,2.16,3242.0,Low
Punjab,Jalandhar,Cereals,Total,3.53,16.76,4750.0,Low
Jharkhand,Gumla,Shree Anna /Nutri Cereals,Kharif,0.09,0.13,1390.0,Medium
Bihar,Khagaria,Maize,Summer,0.08,0.52,6374.0,Low
Madhya Pradesh,Dindori,Shree Anna /Nutri Cereals,Total,0.19,0.19,995.0,Medium
Madhya Pradesh,Ratlam,Nutri/Coarse Cereals,Summer,0.0,0.0,4820.0,Low
Jharkhand,Ranchi,Cereals,Total,1.71,3.74,2184.0,Low
Maharashtra,Dhule,Maize,Kharif,0.73,0.51,691.0,High
Arunachal Pradesh,Kamle,Shree Anna /Nutri Cereals,Total,0.01,0.01,1076.0,Medium
Bihar,Saran,Nutri/Coarse Cereals,Total,0.17,0.57,3419.0,Low
Andhra Pradesh,Prakasam,Urad,Rabi,0.12,0.05,441.0,High
Madhya Pradesh,Maihar,Lentil,Rabi,0.05,0.04,810.0,High
Karnataka,Tumakuru,Cereals,Total,1.89,3.75,1985.0,Low
Jharkhand,Sahebganj,Nutri/Coarse Cereals,Total,0.14,0.59,4094.0,Low
Maharashtra,Nandurbar,Other Pulses,Rabi,0.02,0.01,542.0,High
Madhya Pradesh,Seoni,Urad,Kharif,0.01,0.01,446.0,High
Uttarakhand,Tehri Garhwal,Ragi,Total,0.06,0.1,1665.0,Medium
Punjab,Sri Muktsar Sahib,Wheat,Total,2.18,11.71,5379.0,Low
Madhya Pradesh,Ujjain,Tur,Kharif,0.0,0.0,688.0,High
Bihar,Purnia,Shree Anna /Nutri Cereals,Total,0.0,0.0,983.0,Medium
Madhya Pradesh,East Nimar,Urad,Kharif,0.0,0.0,409.0,High
Andhra Pradesh,Palnadu,Cereals,Rabi,0.37,1.93,5199.0,Low
Madhya Pradesh,Dewas,Wheat,Rabi,2.41,7.67,3187.0,Low
Bihar,Banka,Nutri/Coarse Cereals,Total,0.1,0.31,3015.0,Low
Madhya Pradesh,Shahdol,Barley,Rabi,0.0,0.0,1099.0,Medium
Karnataka,Gadag,Rice,Rabi,0.01,0.02,2842.0,Low
Jharkhand,Sahebganj,Bajra,Total,0.0,0.0,715.0,High
Andhra Pradesh,Visakhapatanam,Cereals,Total,0.06,0.21,3714.0,Low
Arunachal Pradesh,West Kameng,Wheat,Rabi,0.01,0.01,1734.0,Medium
Madhya Pradesh,Narsinghpur,Maize,Total,0.69,1.81,2635.0,Low
Jharkhand,Chatra,Gram,Rabi,0.19,0.21,1115.0,Medium
Madhya Pradesh,Maihar,Nutri/Coarse Cereals,Kharif,0.04,0.04,1020.0,Medium
Bihar,Vaishali,Other Pulses,Rabi,0.0,0.0,1237.0,Medium
Bihar,Nawada,Total Food Grains,Total,1.86,5.4,2903.0,Low
Madhya Pradesh,Singrauli,Cereals,Total,1.73,4.26,2463.0,Low
Andhra Pradesh,Anakapalli,Bajra,Total,0.01,0.01,1101.0,Medium
Arunachal Pradesh,Kra Daadi,Cereals,Rabi,0.0,0.0,1748.0,Medium
Maharashtra,Nandurbar,Small Millets,Kharif,0.07,0.04,572.0,High
Bihar,Samastipur,Tur,Kharif,0.01,0.01,1729.0,Medium
Maharashtra,Sangli,Tur,Kharif,0.11,0.07,667.0,High
Telangana,Adilabad,Gram,Rabi,0.14,0.27,1984.0,Low
Andhra Pradesh,Srikakulam,Shree Anna /Nutri Cereals,Total,0.01,0.03,2179.0,Low
Maharashtra,Osmanabad,Cereals,Total,2.2,2.87,1303.0,Medium
Himachal Pradesh,Chamba,Cereals,Total,0.53,1.26,2360.0,Low
Karnataka,Tumakuru,Bajra,Total,0.0,0.0,1290.0,Medium
Arunachal Pradesh,Tirap,Tur,Kharif,0.0,0.0,622.0,High
Karnataka,Mysuru,Nutri/Coarse Cereals,Rabi,0.09,0.35,3796.0,Low
Karnataka,Chitradurga,Cereals,Rabi,0.16,0.53,3295.0,Low
Madhya Pradesh,Shahdol,Nutri/Coarse Cereals,Summer,0.0,0.0,3850.0,Low
Bihar,Nalanda,Lentil,Total,0.12,0.11,952.0,Medium
Madhya Pradesh,Ratlam,Urad,Summer,0.0,0.0,720.0,High
Karnataka,Mandya,Maize,Kharif,0.03,0.07,2156.0,Low
Bihar,Nalanda,Tur,Total,0.0,0.0,1443.0,Medium
Rajasthan,Pratapgarh,Gram,Total,0.24,0.3,1228.0,Medium
Bihar,Sheikhpura,Tur,Kharif,0.0,0.0,1718.0,Medium
Jharkhand,Bokaro,Nutri/Coarse Cereals,Kharif,0.09,0.34,3655.0,Low
Punjab,Sangrur,Nutri/Coarse Cereals,Kharif,0.0,0.0,4234.0,Low
Madhya Pradesh,Guna,Nutri/Coarse Cereals,Kharif,2.17,6.53,3006.0,Low
Uttarakhand,Champawat,Cereals,Kharif,0.07,0.14,2116.0,Low
Arunachal Pradesh,Dibang Valley,Rice,Kharif,0.02,0.02,1202.0,Medium
Uttarakhand,Dehradun,Nutri/Coarse Cereals,Total,0.06,0.21,3564.0,Low
Madhya Pradesh,Anuppur,Nutri/Coarse Cereals,Rabi,0.0,0.0,1489.0,Medium
Karnataka,Bengaluru Rural,Nutri/Coarse Cereals,Rabi,0.0,0.01,2479.0,Low
Punjab,Sangrur,Nutri/Coarse Cereals,Rabi,0.01,0.02,4495.0,Low
Himachal Pradesh,Chamba,Total Pulses,Total,0.02,0.02,737.0,High
Bihar,Pashchim Champaran,Nutri/Coarse Cereals,Summer,0.02,0.1,6606.0,Low
Madhya Pradesh,Sagar,Cereals,Kharif,1.19,2.62,2204.0,Low
Jharkhand,Latehar,Shree Anna /Nutri Cereals,Kharif,0.0,0.01,1597.0,Medium
Rajasthan,Bikaner,Cereals,Total,2.26,4.61,2036.0,Low
Himachal Pradesh,Hamirpur,Total Food Grains,Rabi,0.32,0.44,1390.0,Medium
Karnataka,Koppal,Cereals,Total,3.32,8.48,2559.0,Low
Madhya Pradesh,Umaria,Shree Anna /Nutri Cereals,Kharif,0.14,0.13,920.0,Medium
Jharkhand,Dumka,Maize,Total,0.19,0.42,2179.0,Low
Karnataka,Dharwad,Ragi,Total,0.0,0.0,1523.0,Medium
Rajasthan,Sikar,Other Pulses,Total,0.01,0.06,5818.0,Low
Madhya Pradesh,Chhindwara,Nutri/Coarse Cereals,Rabi,0.01,0.03,4190.0,Low
Karnataka,Dharwad,Other Pulses,Kharif,0.0,0.0,580.0,High
Rajasthan,Udaipur,Tur,Kharif,0.01,0.01,1190.0,Medium
Madhya Pradesh,Damoh,Rice,Kharif,0.84,2.31,2750.0,Low
Karnataka,Yadgir,Nutri/Coarse Cereals,Summer,0.0,0.01,4328.0,Low
Bihar,Patna,Nutri/Coarse Cereals,Rabi,0.01,0.04,4019.0,Low
Arunachal Pradesh,Lower Subansiri,Rice,Total,0.06,0.13,2066.0,Low
Arunachal Pradesh,Papum Pare,Ragi,Kharif,0.01,0.01,1270.0,Medium
Rajasthan,Sawai Madhopur,Lentil,Rabi,0.0,0.0,1070.0,Medium
Maharashtra,Chandrapur,Maize,Summer,0.0,0.0,680.0,High
Jharkhand,Latehar,Wheat,Rabi,0.09,0.12,1320.0,Medium
Uttarakhand,Uttar Kashi,Nutri/Coarse Cereals,Total,0.09,0.16,1722.0,Medium
Rajasthan,Pratapgarh,Other Pulses,Rabi,0.0,0.0,1002.0,Medium
Bihar,Lakhisarai,Total Food Grains,Total,0.92,2.57,2788.0,Low
Jharkhand,Giridih,Other Pulses,Rabi,0.03,0.03,1191.0,Medium
Bihar,Patna,Cereals,Summer,0.02,0.11,5368.0,Low
Andhra Pradesh,Anantapur,Jowar,Total,0.08,0.07,884.0,Medium
Madhya Pradesh,Katni,Bajra,Total,0.0,0.0,1129.0,Medium
Uttarakhand,Rudra Prayag,Cereals,Rabi,0.1,0.16,1600.0,Medium
Rajasthan,Jalore,Jowar,Kharif,0.04,0.03,811.0,High
Andhra Pradesh,Guntur,Shree Anna /Nutri Cereals,Total,0.13,1.05,8055.0,Low
Telangana,Suryapet,Other Pulses,Kharif,0.0,0.0,1090.0,Medium
Madhya Pradesh,Vidisha,Nutri/Coarse Cereals,Rabi,0.0,0.0,2235.0,Low
Rajasthan,Dholpur,Maize,Kharif,0.0,0.0,2552.0,Low
Jharkhand,Dhanbad,Ragi,Total,0.0,0.0,700.0,High
Arunachal Pradesh,Tirap,Lentil,Rabi,0.0,0.0,956.0,Medium
Maharashtra,Raigad,Shree Anna /Nutri Cereals,Total,0.02,0.02,1175.0,Medium
Telangana,Hanumakonda,Total Pulses,Total,0.0,0.0,672.0,High
Andhra Pradesh,Vizianagaram,Urad,Kharif,0.0,0.0,990.0,Medium
Rajasthan,Ajmer,Maize,Total,0.08,0.06,735.0,High
Rajasthan,Tonk,Urad,Summer,0.0,0.0,1000.0,Medium
Arunachal Pradesh,Siang,Tur,Kharif,0.0,0.0,729.0,High
Bihar,Bhagalpur,Nutri/Coarse Cereals,Total,0.53,2.54,4760.0,Low
Karnataka,Chamarajanagara,Nutri/Coarse Cereals,Summer,0.06,0.24,4328.0,Low
Madhya Pradesh,Agar Malwa,Shree Anna /Nutri Cereals,Total,0.0,0.01,1387.0,Medium
Maharashtra,Parbhani,Shree Anna /Nutri Cereals,Total,0.99,1.11,1125.0,Medium
Telangana,Jayashankar Bhupalapally,Moong,Kharif,0.0,0.0,643.0,High
Telangana,Adilabad,Shree Anna /Nutri Cereals,Total,0.47,0.98,2084.0,Low
Bihar,Begusarai,Nutri/Coarse Cereals,Kharif,0.41,0.86,2104.0,Low
Andhra Pradesh,Anantapur,Other Pulses,Rabi,0.03,0.01,384.0,High
Andhra Pradesh,Nandyal,Jowar,Kharif,0.0,0.0,1489.0,Medium
Telangana,Khammam,Shree Anna /Nutri Cereals,Total,0.0,0.0,1311.0,Medium
Maharashtra,Latur,Other Pulses,Total,0.01,0.0,465.0,High
Rajasthan,Didwana Kuchaman,Cereals,Total,1.95,2.66,1366.0,Medium
Karnataka,Mandya,Cereals,Total,1.52,3.45,2272.0,Low
Tripura,West Tripura,Rice,Total,0.22,0.75,3424.0,Low
Maharashtra,Bhandara,Moong,Total,0.0,0.0,184.0,High
Maharashtra,Gadchiroli,Wheat,Total,0.0,0.0,885.0,Medium
Punjab,Fazilka,Moong,Kharif,0.01,0.0,557.0,High
Rajasthan,Pali,Jowar,Total,0.54,0.32,588.0,High
Arunachal Pradesh,Kurung Kumey,Total Food Grains,Rabi,0.0,0.0,1493.0,Medium
Karnataka,Raichur,Cereals,Total,2.83,8.61,3046.0,Low
Bihar,Rohtas,Other Pulses,Rabi,0.0,0.0,1286.0,Medium
Jharkhand,Saraikela Kharsawan,Other Pulses,Kharif,0.03,0.02,597.0,High
Karnataka,Kolar,Gram,Total,0.0,0.0,596.0,High
Maharashtra,Nandurbar,Cereals,Rabi,0.45,1.01,2258.0,Low
Bihar,Gopalganj,Nutri/Coarse Cereals,Kharif,0.05,0.21,4433.0,Low
Jharkhand,Dhanbad,Total Pulses,Total,0.06,0.06,988.0,Medium
Rajasthan,Bharatpur,Total Food Grains,Total,2.13,5.21,2443.0,Low
Jharkhand,Saraikela Kharsawan,Maize,Rabi,0.0,0.0,1050.0,Medium
Madhya Pradesh,Singrauli,Gram,Rabi,0.06,0.09,1454.0,Medium
Maharashtra,Solapur,Maize,Kharif,0.86,2.6,3006.0,Low
Madhya Pradesh,Balaghat,Total Food Grains,Total,4.02,8.69,2164.0,Low
Maharashtra,Nashik,Bajra,Kharif,0.57,0.98,1728.0,Medium
Telangana,Jogulamba Gadwal,Nutri/Coarse Cereals,Total,0.25,1.09,4379.0,Low
Himachal Pradesh,Kullu,Small Millets,Kharif,0.0,0.0,778.0,High
Madhya Pradesh,Shivpuri,Lentil,Total,0.23,0.19,798.0,High
Maharashtra,Jalgaon,Cereals,Summer,0.23,0.6,2621.0,Low
Uttarakhand,Haridwar,Cereals,Rabi,0.42,1.52,3670.0,Low
Himachal Pradesh,Lahul And Spiti,Small Millets,Kharif,0.0,0.0,778.0,High
Karnataka,Chikkaballapura,Maize,Summer,0.03,0.12,4328.0,Low
Madhya Pradesh,Bhopal,Urad,Summer,0.0,0.0,0.0,High
Telangana,Kamareddy,Total Food Grains,Total,3.14,13.13,4178.0,Low
Punjab,Sangrur,Total Pulses,Total,0.01,0.02,1251.0,Medium
Rajasthan,Udaipur,Cereals,Kharif,1.18,2.19,1852.0,Medium
Maharashtra,Aurangabad,Cereals,Total,4.12,9.45,2293.0,Low
Bihar,Vaishali,Tur,Kharif,0.0,0.0,1315.0,Medium
Madhya Pradesh,Burhanpur,Jowar,Kharif,0.01,0.03,2934.0,Low
Bihar,Jehanabad,Small Millets,Total,0.0,0.0,829.0,High
Tripura,West Tripura,Cereals,Total,0.23,0.78,3339.0,Low
Jharkhand,East Singhbum,Total Food Grains,Rabi,0.18,0.24,1353.0,Medium
Arunachal Pradesh,Leparada,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,936.0,Medium
Andhra Pradesh,Anakapalli,Bajra,Kharif,0.01,0.01,1101.0,Medium
Rajasthan,Pratapgarh,Maize,Rabi,0.03,0.08,2499.0,Low
Arunachal Pradesh,Anjaw,Other Pulses,Rabi,0.0,0.0,1334.0,Medium
Rajasthan,Jalore,Other Pulses,Kharif,0.0,0.0,502.0,High
Punjab,Moga,Wheat,Total,1.76,9.44,5360.0,Low
Arunachal Pradesh,Tirap,Total Food Grains,Kharif,0.08,0.1,1183.0,Medium
Maharashtra,Latur,Maize,Rabi,0.03,0.02,813.0,High
Telangana,Mancherial,Tur,Total,0.0,0.0,870.0,High
Bihar,Saran,Rice,Summer,0.0,0.0,2773.0,Low
Madhya Pradesh,Bhind,Nutri/Coarse Cereals,Summer,0.0,0.0,4443.0,Low
Maharashtra,Satara,Ragi,Kharif,0.04,0.03,912.0,Medium
Arunachal Pradesh,Upper Siang,Maize,Rabi,0.0,0.01,1766.0,Medium
Madhya Pradesh,Umaria,Jowar,Kharif,0.0,0.0,1412.0,Medium
Madhya Pradesh,Sagar,Gram,Total,0.61,0.96,1565.0,Medium
Rajasthan,Tonk,Nutri/Coarse Cereals,Rabi,0.04,0.16,3711.0,Low
Maharashtra,Yavatmal,Shree Anna /Nutri Cereals,Kharif,0.03,0.02,647.0,High
Maharashtra,Jalna,Jowar,Summer,0.0,0.0,775.0,High
Bihar,Buxar,Cereals,Rabi,0.88,2.97,3363.0,Low
Karnataka,Chikkaballapura,Jowar,Kharif,0.01,0.01,1982.0,Low
Karnataka,Koppal,Urad,Rabi,0.01,0.0,429.0,High
Maharashtra,Bhandara,Rice,Total,2.5,5.71,2284.0,Low
Andhra Pradesh,Eluru,Other Pulses,Kharif,0.0,0.0,668.0,High
Rajasthan,Udaipur,Urad,Total,0.02,0.01,404.0,High
Madhya Pradesh,Jabalpur,Tur,Kharif,0.08,0.07,851.0,High
Madhya Pradesh,Burhanpur,Cereals,Rabi,0.29,1.07,3695.0,Low
Rajasthan,Hanumangarh,Barley,Total,0.25,1.04,4077.0,Low
Rajasthan,Bundi,Total Pulses,Total,1.16,0.94,809.0,High
Jharkhand,Deoghar,Other Pulses,Kharif,0.02,0.01,517.0,High
Bihar,Rohtas,Wheat,Rabi,2.18,6.9,3167.0,Low
Arunachal Pradesh,Upper Subansiri,Cereals,Total,0.07,0.13,1830.0,Medium
Madhya Pradesh,Jabalpur,Urad,Summer,0.67,0.9,1350.0,Medium
Rajasthan,Jaipur,Jowar,Kharif,0.35,0.18,521.0,High
Madhya Pradesh,Guna,Gram,Rabi,0.19,0.28,1445.0,Medium
Madhya Pradesh,Singrauli,Other Pulses,Rabi,0.05,0.05,1016.0,Medium
Bihar,Khagaria,Nutri/Coarse Cereals,Rabi,0.31,2.03,6456.0,Low
Maharashtra,Nashik,Total Pulses,Total,0.63,0.44,699.0,High
Jharkhand,Ramgarh,Other Pulses,Total,0.05,0.04,742.0,High
Punjab,Gurdaspur,Urad,Total,0.0,0.0,873.0,Medium
Arunachal Pradesh,East Kameng,Total Food Grains,Total,0.1,0.14,1347.0,Medium
Madhya Pradesh,Anuppur,Wheat,Rabi,0.11,0.23,2047.0,Low
Jharkhand,Garhwa,Total Food Grains,Total,1.63,2.87,1760.0,Medium
Madhya Pradesh,Agar Malwa,Nutri/Coarse Cereals,Rabi,0.0,0.0,1879.0,Low
Madhya Pradesh,Mauganj,Urad,Summer,0.0,0.0,520.0,High
Bihar,Lakhisarai,Tur,Kharif,0.0,0.0,1153.0,Medium
Rajasthan,Nagaur,Moong,Kharif,4.05,2.06,509.0,High
Bihar,Sheikhpura,Lentil,Rabi,0.03,0.04,1312.0,Medium
Karnataka,Mysuru,Other Pulses,Total,0.55,0.34,625.0,High
Andhra Pradesh,Krishna,Gram,Total,0.0,0.0,1692.0,Medium
Telangana,Jogulamba Gadwal,Total Food Grains,Rabi,0.61,2.0,3261.0,Low
Andhra Pradesh,Alluri Sitharama Raju,Total Food Grains,Rabi,0.14,0.19,1282.0,Medium
Maharashtra,Thane,Ragi,Total,0.03,0.03,868.0,High
Andhra Pradesh,Palnadu,Moong,Total,0.0,0.0,1046.0,Medium
Maharashtra,Raigad,Ragi,Total,0.02,0.02,1193.0,Medium
Himachal Pradesh,Mandi,Ragi,Total,0.01,0.0,823.0,High
Bihar,Saran,Ragi,Kharif,0.0,0.0,1150.0,Medium
Rajasthan,Barmer,Barley,Total,0.0,0.0,3711.0,Low
Maharashtra,Gondia,Urad,Total,0.0,0.0,539.0,High
Andhra Pradesh,Sri Sathya Sai,Rice,Kharif,0.09,0.32,3432.0,Low
Jharkhand,Jamtara,Gram,Rabi,0.15,0.12,812.0,High
Telangana,Jangoan,Jowar,Rabi,0.0,0.0,2479.0,Low
Madhya Pradesh,Niwari,Urad,Summer,0.0,0.0,0.0,High
Arunachal Pradesh,East Siang,Cereals,Kharif,0.18,0.34,1828.0,Medium
Rajasthan,Ajmer,Lentil,Rabi,0.0,0.0,1070.0,Medium
Bihar,Khagaria,Other Pulses,Total,0.01,0.02,1416.0,Medium
Uttarakhand,Almora,Other Pulses,Kharif,0.05,0.04,913.0,Medium
Himachal Pradesh,Mandi,Barley,Total,0.03,0.06,2117.0,Low
Jharkhand,Garhwa,Gram,Rabi,0.18,0.27,1500.0,Medium
Arunachal Pradesh,Papum Pare,Tur,Kharif,0.0,0.0,961.0,Medium
Madhya Pradesh,Agar Malwa,Barley,Total,0.0,0.0,1460.0,Medium
Rajasthan,Alwar,Total Food Grains,Kharif,1.64,2.72,1655.0,Medium
Telangana,Nizamabad,Other Pulses,Total,0.0,0.0,819.0,High
Andhra Pradesh,Vizianagaram,Urad,Total,0.17,0.11,654.0,High
Bihar,Saharsa,Lentil,Rabi,0.01,0.01,973.0,Medium
Bihar,Araria,Lentil,Rabi,0.0,0.0,502.0,High
